File Name,Extension,File Size (bytes),Duration,Bitrate,Bitrate _b/s,Video Format,Colour Primaries,Frame Width,Frame Height,Framerate,Framerate Dropframe,Framerate Mode,Scan Type,Scan Order,Pixel Aspect Ratio,Bit Depth,Audio Format,Channel(s),Channel Layout,Audio Bitrate,Audio Bitrate _b/s,Sampling Rate,Compression Mode
ダウンタウンのガキの使いやあらへんで!! 1993.12.12 第0205回 松本真剣白刃取りに挑戦 [DivX502 352x256 22m12s],avi,184311830,00:22:12.698,1106398,1 106 kb/s,MPEG-4 Visual,,352,256,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1993.12.19 第0206回 第3回ダウンタウンクリスマスディナーショー [DivX502 352x256 22m22s],avi,383439838,00:22:22.272,2285318,2 285 kb/s,MPEG-4 Visual,,352,256,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,2,,160000,160 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1993.12.26 第0207回 '93年忘れ好き嫌いどっちやねん＆紅白予想対決 [H.264 640x480 21m55s],mp4,205671108,00:21:55.688,1250577,1 251 kb/s,AVC,,640,480,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,2,L R,128720,129 kb/s,44.1 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.01.02 第0208回 松本人志真剣白刃どりにまた挑戦 [H.264 640x480 22m21s],mp4,176383990,00:22:21.247,1052060,1 052 kb/s,AVC,,640,480,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,1,C,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.01.09 第0209回 ※23.98fps※ 第７回げい能人お前そうちゃうんかーグランプリ!! [DivX502 480x360 22m20s],avi,173487052,00:22:20.712,1035194,1 035 kb/s,MPEG-4 Visual,,480,360,23.976,(24000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.01.16 第0210回 ヘタレ山崎タイマン5本勝負 ② [DivX502 640x480 22m57s],avi,280759956,00:22:57.943,1630024,1 630 kb/s,MPEG-4 Visual,,640,480,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.01.23 第0211回 泣いた泣いたこらえきれずに泣いたっけグランプリ [DivX502 640x480 21m52s],avi,225295170,00:21:52.845,1372867,1 373 kb/s,MPEG-4 Visual,,640,480,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,2,,128000,128 kb/s,44.1 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.01.30 第0212回 松本人志真剣白刃どりにまたまた挑戦 [H.264 640x480 22m20s],mp4,178982886,00:22:20.245,1068359,1 068 kb/s,AVC,,640,480,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,1,C,63968,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.02.06 第0213回 松本人志早朝親子寄席 [H.264 320x240 22m24s],mp4,130772796,00:22:24.945,777863,778 kb/s,AVC,,320,240,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,2,L R,128752,129 kb/s,44.1 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.02.13 第0214回 小鳥ディレクター坂本家御宅訪問 [H.264 320x240 22m25s],mp4,138562005,00:22:25.527,823838,824 kb/s,AVC,,320,240,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,2,L R,128760,129 kb/s,44.1 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.02.20 第0215回 ガッツ石松たたいてさぁ何点 [DivX521 352x240 22m22s],avi,140779370,00:22:22.272,839051,839 kb/s,MPEG-4 Visual,,352,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.02.27 第0216回 松本真剣白刃どりにまたx3挑戦 [H.264 320x240 22m22s],mp4,142271013,00:22:22.647,847705,848 kb/s,AVC,,320,240,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,2,L R,128688,129 kb/s,44.1 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.03.06 第0217回 ガキの使い総集編 390，000秒の軌跡(最後切れ） [DivX3Low 320x240 22m53s],avi,99781216,00:22:53.640,581120,581 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.03.13 第0218回 第1回浜田整形疑惑裁判 [H.264 320x240 22m29s],mp4,120814624,00:22:29.543,716181,716 kb/s,AVC,,320,240,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,2,L R,128792,129 kb/s,44.1 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.03.20 第0219回 プロデューサー菅ドッキリ 山崎と新コンビ結成,avi,199564464,00:22:38.136,1175520,1 176 kb/s,MPEG-4 Visual,,640,480,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.03.20 第0219回 プロデューサー菅ドッキリ 山崎と新コンビ結成 [DivX502 640x480 22m38s],avi,199564188,00:22:38.090,1175558,1 176 kb/s,MPEG-4 Visual,,640,480,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.03.27 第0220回 加山雄三宅訪問 [H.264 640x480 22m05s],mp4,176924898,00:22:05.227,1068043,1 068 kb/s,AVC,,640,480,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,1,C,63976,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.04.10 SP 坂本龍一プロデュース・ダウンタウン全米デビュー!!、他 (インタレ保持) [H.264 640x480 1h09m45s],mp4,601215431,01:09:45.348,1149181,1 149 kb/s,AVC,BT.601 NTSC,640,480,29.970,(30000/1001),CFR,MBAFF,TFF,1.000,8 bits,AAC,1,C,63983,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.04.17 第0221回 第8回芸能人お前そうちゃうんかーグランプリ!! (インタレ保持) [H.264 640x480 22m21s],mp4,186263168,00:22:21.507,1110770,1 111 kb/s,AVC,BT.601 NTSC,640,480,29.970,(30000/1001),CFR,MBAFF,TFF,1.000,8 bits,AAC,1,C,63981,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.04.24 第0222回 第5回野坂昭如たたいてさぁ何点！？ (インタレ保持) [H.264 640x480 22m23s],mp4,170793527,00:22:23.442,1017050,1 017 kb/s,AVC,BT.601 NTSC,640,480,29.970,(30000/1001),CFR,MBAFF,TFF,1.000,8 bits,AAC,1,C,63981,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.05.01 第0223回 特別企画第5弾・松本人志・真剣白刃どりにまた×4挑戦!! (インタレ保持) [H.264 640x480 22m36s],mp4,179342410,00:22:36.655,1057556,1 058 kb/s,AVC,BT.601 NTSC,640,480,29.970,(30000/1001),CFR,MBAFF,TFF,1.000,8 bits,AAC,1,C,63981,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.05.01 第0223回 特別企画第５弾・松本人志・真剣白刃どりにまた×４挑戦!! [XviD 640x480 22m44s],avi,134306730,00:22:44.400,787492,787 kb/s,MPEG-4 Visual,,640,480,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,64000,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.05.08 第0224回 たまのランニング生態観察!! (インタレ保持) [H.264 640x480 22m38s],mp4,175640102,00:22:38.624,1034223,1 034 kb/s,AVC,BT.601 NTSC,640,480,29.970,(30000/1001),CFR,MBAFF,TFF,1.000,8 bits,AAC,1,C,63981,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.05.15 第0225回 特別企画・浜田雅功・チャゲ＆飛鳥に俺が言う!! (インタレ保持) [H.264 640x480 22m38s],mp4,195197576,00:22:38.791,1149243,1 149 kb/s,AVC,BT.601 NTSC,640,480,29.970,(30000/1001),CFR,MBAFF,TFF,1.000,8 bits,AAC,1,C,63981,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.05.22 第0226回 芸能界仁義なき犬猿の戦い！① (インタレ保持) [H.264 640x480 22m39s],mp4,189895146,00:22:39.792,1117201,1 117 kb/s,AVC,BT.601 NTSC,640,480,29.970,(30000/1001),CFR,MBAFF,TFF,1.000,8 bits,AAC,1,C,63981,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.05.29 第0227回 老人なボディで王座をつかめ ＤＴＷジジレスグランプリ [XviD 640x480 22m34s],avi,215365952,00:22:34.487,1272015,1 272 kb/s,MPEG-4 Visual,,640,480,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,64000,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.06.05 第0228回 史上最大企画!!視聴率60％を取る!! (インタレ保持) [H.264 640x480 22m38s],mp4,176580058,00:22:38.757,1039656,1 040 kb/s,AVC,BT.601 NTSC,640,480,29.970,(30000/1001),CFR,MBAFF,TFF,1.000,8 bits,AAC,1,C,63981,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.06.12 第0229回 1990交友録(総集編) (インタレ保持) [H.264 640x480 22m37s],mp4,182228892,00:22:37.356,1074023,1 074 kb/s,AVC,BT.601 NTSC,640,480,29.970,(30000/1001),CFR,MBAFF,TFF,1.000,8 bits,AAC,1,C,63981,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.06.19 第0230回 コンビニ(am／pm)の弁当をチンして欲しい (インタレ保持) [H.264 640x480 22m39s],mp4,192350253,00:22:39.825,1131618,1 132 kb/s,AVC,BT.601 NTSC,640,480,29.970,(30000/1001),CFR,MBAFF,TFF,1.000,8 bits,AAC,1,C,63981,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.06.26 第0231回 ギャグ天使山ちゃんギャグ洗練50連発!! (インタレ保持) [H.264 640x480 22m37s],mp4,173505875,00:22:37.189,1022737,1 023 kb/s,AVC,BT.601 NTSC,640,480,29.970,(30000/1001),CFR,MBAFF,TFF,1.000,8 bits,AAC,1,C,63981,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.07.03 第0232回 第9回芸能人お前そうちゃうんかーグランプリ!! (インタレ保持) [H.264 640x480 22m37s],mp4,170210020,00:22:37.690,1002939,1 003 kb/s,AVC,BT.601 NTSC,640,480,29.970,(30000/1001),CFR,MBAFF,TFF,1.000,8 bits,AAC,1,C,63981,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.07.10 第0233回 特別企画・漫才トリオ芸者ガールズ初舞台!! (インタレ保持) [H.264 640x480 22m39s],mp4,211183514,00:22:39.892,1242355,1 242 kb/s,AVC,BT.601 NTSC,640,480,29.970,(30000/1001),CFR,MBAFF,TFF,1.000,8 bits,AAC,1,C,63981,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.07.17 第0234回 仁義なき犬猿の戦い！② 商店街決戦 (インタレ保持) [H.264 640x480 22m39s],mp4,212678238,00:22:39.225,1251762,1 252 kb/s,AVC,BT.601 NTSC,640,480,29.970,(30000/1001),CFR,MBAFF,TFF,1.000,8 bits,AAC,1,C,63981,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.07.24 第0235回 松本人志決死の挑戦ローラー車の下敷きに!! (インタレ保持) [H.264 640x480 22m40s],mp4,193752990,00:22:40.025,1139703,1 140 kb/s,AVC,BT.601 NTSC,640,480,29.970,(30000/1001),CFR,MBAFF,TFF,1.000,8 bits,AAC,1,C,63981,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.07.31 第0236回 マネージャー月村入門の儀式 (インタレ保持) [H.264 640x480 22m32s],mp4,203477897,00:22:32.885,1203224,1 203 kb/s,AVC,BT.601 NTSC,640,480,29.970,(30000/1001),CFR,MBAFF,TFF,1.000,8 bits,AAC,1,C,63981,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.08.07 第0237回 あなたの知らない日本の妖怪たち！ (インタレ保持) [H.264 640x480 22m39s],mp4,193042358,00:22:39.325,1136107,1 136 kb/s,AVC,BT.601 NTSC,640,480,29.970,(30000/1001),CFR,MBAFF,TFF,1.000,8 bits,AAC,1,C,63981,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.08.14 第0238回 寒がり山崎・岡本のあつあつ運動会!! (インタレ保持) [H.264 640x480 22m37s],mp4,203215800,00:22:37.756,1197363,1 197 kb/s,AVC,BT.601 NTSC,640,480,29.970,(30000/1001),CFR,MBAFF,TFF,1.000,8 bits,AAC,1,C,63981,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.08.21 第0239回 夏休み特別企画・炎の調理人・松本人志の料理道場 (インタレ保持) [H.264 640x480 22m35s],mp4,215756550,00:22:35.120,1273727,1 274 kb/s,AVC,BT.601 NTSC,640,480,29.970,(30000/1001),CFR,MBAFF,TFF,1.000,8 bits,AAC,1,C,63981,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.08.28 第0240回 和田アキ子性別詐称事件!! (インタレ保持) [H.264 640x480 22m38s],mp4,172438845,00:22:38.157,1015723,1 016 kb/s,AVC,BT.601 NTSC,640,480,29.970,(30000/1001),CFR,MBAFF,TFF,1.000,8 bits,AAC,1,C,63981,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.09.04 第0241回 お祝い企画・浜ちゃんのぞき部屋初体験!! [H.264 320x240 22m39s],mp4,107254440,00:22:39.765,631018,631 kb/s,AVC,,320,240,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,1,C,128176,128 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.09.11 第0242回 美人をおとせ!!スタッフくどきテク合戦 (インタレ保持) [H.264 640x480 22m39s],mp4,188127829,00:22:39.825,1106777,1 107 kb/s,AVC,BT.601 NTSC,640,480,29.970,(30000/1001),CFR,MBAFF,TFF,1.000,8 bits,AAC,1,C,63981,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.09.18 第0243回 仁義なき犬猿の戦い！③ (インタレ保持) [H.264 640x480 22m23s],mp4,207381460,00:22:23.843,1234558,1 235 kb/s,AVC,BT.601 NTSC,640,480,29.970,(30000/1001),CFR,MBAFF,TFF,1.000,8 bits,AAC,1,C,63981,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.09.25 第0244回 チイチイのお宅を訪問 (インタレ保持) [H.264 640x480 22m39s],mp4,203720378,00:22:39.792,1198538,1 199 kb/s,AVC,BT.601 NTSC,640,480,29.970,(30000/1001),CFR,MBAFF,TFF,1.000,8 bits,AAC,1,C,63981,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.10.02 第0245回 検証・梅宮辰夫ヅラ疑惑事件!! (インタレ保持) [H.264 640x480 23m48s],mp4,199349301,00:23:48.060,1116756,1 117 kb/s,AVC,BT.601 NTSC,640,480,29.970,(30000/1001),CFR,MBAFF,TFF,1.000,8 bits,AAC,1,C,63981,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.10.09 第0246回 別企画第2弾・炎の調理人・松本人志の料理道場 (インタレ保持) [H.264 640x480 23m47s],mp4,219683962,00:23:47.626,1231045,1 231 kb/s,AVC,BT.601 NTSC,640,480,29.970,(30000/1001),CFR,MBAFF,TFF,1.000,8 bits,AAC,1,C,63981,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.10.09 第0246回 別企画第２弾・炎の調理人・松本人志の料理道場 [XviD 640x480 23m47s],avi,205380084,00:23:47.616,1150898,1 151 kb/s,MPEG-4 Visual,,640,480,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,64000,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.10.16 SP 24時間ライブトーク ※不完全※ (インタレ保持) [H.264 640x480 1h19m04s],mp4,672570407,01:19:04.106,1134157,1 134 kb/s,AVC,BT.601 NTSC,640,480,29.970,(30000/1001),CFR,MBAFF,TFF,1.000,8 bits,AAC,1,C,63983,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.10.23 第0247回 吉本杯争奪毒舌ボーリング大会!! (インタレ保持) [H.264 640x480 24m25s],mp4,208815078,00:24:25.030,1140264,1 140 kb/s,AVC,BT.601 NTSC,640,480,29.970,(30000/1001),CFR,MBAFF,TFF,1.000,8 bits,AAC,1,C,63982,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.10.30 第0248回 美女をおとせ!!チキチキ芸能人くどきテク合戦 (インタレ保持) [H.264 640x480 24m23s],mp4,209636442,00:24:23.462,1145975,1 146 kb/s,AVC,BT.601 NTSC,640,480,29.970,(30000/1001),CFR,MBAFF,TFF,1.000,8 bits,AAC,1,C,63982,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.11.06 第0249回 松本博士の突撃芸能人チ○コ測定!! (インタレ保持) [H.264 640x480 24m25s],mp4,214620825,00:24:25.030,1171967,1 172 kb/s,AVC,BT.601 NTSC,640,480,29.970,(30000/1001),CFR,MBAFF,TFF,1.000,8 bits,AAC,1,C,63982,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.11.13 第0250回 仁義なき犬猿の戦い！④ (インタレ保持) [H.264 640x480 24m23s],mp4,208960411,00:24:23.462,1142280,1 142 kb/s,AVC,BT.601 NTSC,640,480,29.970,(30000/1001),CFR,MBAFF,TFF,1.000,8 bits,AAC,1,C,63982,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.11.20 第0251回 松本人志製造ツッコミマシーンをみんなにかぶってもらう (インタレ保持) [H.264 640x480 24m07s],mp4,200961055,00:24:07.179,1110912,1 111 kb/s,AVC,BT.601 NTSC,640,480,29.970,(30000/1001),CFR,MBAFF,TFF,1.000,8 bits,AAC,1,C,63981,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.11.27 第0252回 第５回好き嫌いどっちやねん！？ (インタレ保持) [H.264 640x480 24m08s],mp4,190784817,00:24:08.747,1053516,1 054 kb/s,AVC,BT.601 NTSC,640,480,29.970,(30000/1001),CFR,MBAFF,TFF,1.000,8 bits,AAC,1,C,63981,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.12.04 第0253回 先週の点数についてみんなでトーク (インタレ保持) [H.264 640x480 24m07s],mp4,184155703,00:24:07.680,1017660,1 018 kb/s,AVC,BT.601 NTSC,640,480,29.970,(30000/1001),CFR,MBAFF,TFF,1.000,8 bits,AAC,1,C,63981,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.12.11 第0254回 '94度総決算ボケニスト大賞!! (インタレ保持) [H.264 640x480 24m09s],mp4,172949474,00:24:09.381,954612,955 kb/s,AVC,BT.601 NTSC,640,480,29.970,(30000/1001),CFR,MBAFF,TFF,1.000,8 bits,AAC,1,C,63982,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.12.18 第0255回 第5回紅白どっちが勝つねん!! (インタレ保持) [H.264 640x480 24m06s],mp4,186923354,00:24:06.712,1033645,1 034 kb/s,AVC,BT.601 NTSC,640,480,29.970,(30000/1001),CFR,MBAFF,TFF,1.000,8 bits,AAC,1,C,63981,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.12.22 SP 総集編!!5周年記念スペシャル (インタレ保持) [H.264 640x480 42m35s],mp4,338407818,00:42:35.987,1059185,1 059 kb/s,AVC,BT.601 NTSC,640,480,29.970,(30000/1001),CFR,MBAFF,TFF,1.000,8 bits,AAC,1,C,63983,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1994.12.25 第0256回 X'masスペシャルスーパースター松本チキチキ愛車『カマロ』ドリームジャンボオークション！ (インタレ保持) [H.264 640x480 24m15s],mp4,204682725,00:24:15.621,1124923,1 125 kb/s,AVC,BT.601 NTSC,640,480,29.970,(30000/1001),CFR,MBAFF,TFF,1.000,8 bits,AAC,1,C,63982,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1995.01.08 第0257回 第2回松本博士の突撃芸能人チ○コ測定!! (インタレ保持) [H.264 640x480 24m23s],mp4,217417926,00:24:23.696,1188323,1 188 kb/s,AVC,BT.601 NTSC,640,480,29.970,(30000/1001),CFR,MBAFF,TFF,1.000,8 bits,AAC,1,C,63982,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1995.01.15 第0258回 たとえよ王選手権!! (インタレ保持) [H.264 640x480 24m24s],mp4,205846653,00:24:24.263,1124643,1 125 kb/s,AVC,BT.601 NTSC,640,480,29.970,(30000/1001),CFR,MBAFF,TFF,1.000,8 bits,AAC,1,C,63982,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1995.01.22 第0259回 仁義なき犬猿の戦い！⑤ (インタレ保持) [H.264 640x480 24m23s],mp4,215662605,00:24:23.228,1179106,1 179 kb/s,AVC,BT.601 NTSC,640,480,29.970,(30000/1001),CFR,MBAFF,TFF,1.000,8 bits,AAC,1,C,63982,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1995.01.29 第0260回 300万円がっちり買いましょう [H.264 320x240 24m10s],mp4,166386325,00:24:10.875,917440,917 kb/s,AVC,,320,240,29.970,(30000/1001),VFR,Progressive,,1.000,8 bits,AAC,2,L R,128840,129 kb/s,44.1 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1995.02.05 第0261回 ドッキリ大全集 [Mpeg4v2 320x240 24m12s],avi,103527858,00:24:12.351,570264,570 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,,,1.000,,MPEG Audio,2,,56000,56.0 kb/s,24.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1995.02.12 第0262回 ゴッホ松本のお絵書き道場!!(トーク 女の武器は乳) [H.264 320x240 24m14s],mp4,162466165,00:24:14.912,893339,893 kb/s,AVC,,320,240,29.970,(30000/1001),VFR,Progressive,,1.000,8 bits,AAC,1,C,63976,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1995.02.19 第0263回 大友ディレクター ブライダルエステ [H.264 640x480 24m24s],mp4,207423616,00:24:24.895,1132770,1 133 kb/s,AVC,,640,480,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,2,L R,128568,129 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1995.02.26 第0264回 世界のヘイポーはじめてのお見合い(網浜直子) [H.264 320x240 24m22s],mp4,254789060,00:24:22.763,1393467,1 393 kb/s,AVC,,320,240,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,2,L R,128704,129 kb/s,44.1 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1995.03.05 第0265回 カンボジア料理で”あーっ” [H.264 320x240 24m26s],mp4,191428195,00:24:26.757,1044089,1 044 kb/s,AVC,,320,240,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,2,L R,128760,129 kb/s,44.1 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1995.03.12 第0266回 山崎ドッキリ 吉本クビ [H.264 320x240 24m24s],mp4,193955383,00:24:24.830,1059265,1 059 kb/s,AVC,,320,240,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,2,L R,128832,129 kb/s,44.1 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1995.03.19 第0267回 お前そうちゃうんかーグランプリ(第10回) [H.264 320x240 24m23s],mp4,167822323,00:24:23.487,917383,917 kb/s,AVC,,320,240,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,1,C,63992,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1995.03.26 第0268回 マネージャー岡本逆バンジー [H.264 320x240 24m08s],mp4,189493155,00:24:08.252,1046741,1 047 kb/s,AVC,,320,240,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,2,L R,128808,129 kb/s,44.1 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1995.04.02 SP 浜ちゃんニューヨーク坂本龍一宅にシャーペン取りに行く!!他 [H.264 320x240 1h33m49s],mp4,629283816,01:33:49.003,894345,894 kb/s,AVC,,320,240,29.970,(30000/1001),VFR,Progressive,,1.000,8 bits,AAC,2,L R,128920,129 kb/s,44.1 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1995.04.09 第0269回 お金がないのでオシッコを出そうグランプリ!!,avi,285423758,00:24:09.864,1574899,1 575 kb/s,MPEG-4 Visual,,640,480,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1995.04.16 第0270回 山崎対出川 レギュラー争奪リアクション対決 [H.264 320x240 24m14s],mp4,174239936,00:24:14.892,958091,958 kb/s,AVC,,320,240,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,2,L R,128800,129 kb/s,44.1 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1995.04.23 第0271回 マネージャー岡本また怒る!! 巨大ギロチンに挑戦 [H.264 320x240 24m08s],mp4,109822838,00:24:08.740,606446,606 kb/s,AVC,,320,240,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,2,L R,264600,265 kb/s,44.1 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1995.04.30 第0272回 このおかずでめし何杯食えるかグランプリ!! (インタレ保持) [H.264 640x480 24m09s],mp4,229683671,00:24:09.982,1267236,1 267 kb/s,AVC,BT.601 NTSC,640,480,29.970,(30000/1001),CFR,MBAFF,TFF,1.000,8 bits,AAC,1,C,63982,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1995.05.07 第0273回 ガキドラマ 壊れたインカム (インタレ保持) [H.264 640x480 24m08s],mp4,199860208,00:24:08.113,1104114,1 104 kb/s,AVC,BT.601 NTSC,640,480,29.970,(30000/1001),CFR,MBAFF,TFF,1.000,8 bits,AAC,1,C,63981,64.0 kb/s,48.0 kHz,Lossy
