File Name,Extension,File Size (bytes),Duration,Bitrate,Bitrate _b/s,Video Format,Colour Primaries,Frame Width,Frame Height,Framerate,Framerate Dropframe,Framerate Mode,Scan Type,Scan Order,Pixel Aspect Ratio,Bit Depth,Audio Format,Channel(s),Channel Layout,Audio Bitrate,Audio Bitrate _b/s,Sampling Rate,Compression Mode
ダウンタウンのガキの使いやあらへんで!! 1989.10.03 第0001回 偉いさん・医者・クイズ [DivX502 320x240 23m57s],avi,112976124,00:23:57.770,628619,629 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1989.10.03 第0001回 医者・クイズ,mp4,208891979,00:23:40.053,1176812,1 177 kb/s,AVC,BT.601 NTSC,544,408,29.970,(30000/1001),CFR,Progressive,,1.000,8 bits,AAC,2,L R,63871,63.9 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1989.10.10 第0002回 難民・てるおはるお・さかさことばクイズ,mp4,208074489,00:23:34.549,1176768,1 177 kb/s,AVC,BT.601 NTSC,544,408,29.970,(30000/1001),CFR,Progressive,,1.000,8 bits,AAC,2,L R,63844,63.8 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1989.10.10 第0002回 難民・てるおはるお・さかさことばクイズ [DivX502 320x240 24m01s],avi,102316512,00:24:01.774,567726,568 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1989.10.17 第0003回 「あ」研究家 [DivX502 320x240 24m02s],avi,102160860,00:24:02.274,566665,567 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1989.10.17 第0004回 テレビアニメ,mp4,212241847,00:24:02.581,1177012,1 177 kb/s,AVC,BT.601 NTSC,544,408,29.970,(30000/1001),CFR,Progressive,,1.000,8 bits,AAC,2,L R,63853,63.9 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1989.10.24 第0004回 テレビアニメ [DivX502 320x240 24m02s],avi,102150776,00:24:02.274,566610,567 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1989.10.31 第0005回 心霊写真・こわい話,mp4,212172733,00:24:02.069,1177046,1 177 kb/s,AVC,BT.601 NTSC,544,408,29.970,(30000/1001),CFR,Progressive,,1.000,8 bits,AAC,2,L R,63847,63.8 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1989.10.31 第0005回 心霊写真・こわい話 [DivX502 320x240 24m01s],avi,108381370,00:24:01.774,601378,601 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1989.11.07 第0006回 暴走族・誘拐 [DivX502 320x240 24m02s],avi,113859420,00:24:02.775,631336,631 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1989.11.14 第0007回 マリック・食いしん坊,avi,102264560,00:24:01.273,567635,568 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1989.11.21 第0008回 いたずら電話・ファッション [DivX502 320x240 24m01s],avi,102120486,00:24:01.774,566638,567 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1989.11.28 第0009回 子供電話相談室 [DivX502 320x240 24m01s],avi,102114364,00:24:01.774,566604,567 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1989.12.05 第0010回 ウララとキララ [DivX502 320x240 24m01s],avi,102104848,00:24:01.574,566630,567 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1989.12.12 第0011回 線で遊ぼう,avi,102224650,00:24:00.673,567649,568 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1989.12.19 第0012回 刑事コント [DivX502 320x240 24m03s],avi,105926994,00:24:03.275,587148,587 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1989.12.26 第0013回 リぽーター松本 浜田に激突！ [DivX502 320x240 24m00s],avi,104919076,00:24:00.573,582652,583 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.01.09 第0014回 留学生とチンピラ [DivX502 320x240 24m01s],avi,101564562,00:24:01.774,563553,564 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.01.16 第0015回 ローリングサンダーマン [DivX502 320x240 23m59s],avi,101623202,00:23:59.972,564584,565 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.01.23 第0016回 ガララニョロロでズームイン朝！,avi,101698016,00:23:55.968,566575,567 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.01.30 第0017回 仕事人 [DivX502 320x240 24m02s],avi,101668834,00:24:02.875,563701,564 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.02.06 第0018回 誘拐コント [DivX502 320x240 24m01s],avi,116953088,00:24:01.874,648895,649 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,2,,128000,128 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.02.13 第0019回 ダウンタウン、女子寮へ [DivX502 320x240 24m03s],avi,101516588,00:24:03.576,562584,563 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.02.20 第0020回 激突！チキチキ三輪車マラソンレース [DivX502 320x240 24m01s],avi,113813320,00:24:01.674,631562,632 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.02.27 第0021回 体はいやー！おばさん登場 [DivX502 320x240 23m02s],avi,109481758,00:23:02.414,633569,634 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.03.06 第0022回 激突！がっちり買いましょう [DivX502 320x240 24m03s],avi,117047296,00:24:03.075,648877,649 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,2,,128000,128 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.03.13 第0023回 恐面くんを探せ [DivX502 320x240 24m00s],avi,83470240,00:24:00.472,463572,464 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.03.20 第0024回 体はいやー！おばさん鬼ごっこ大会＆トーク [DivX502 320x240 24m02s],avi,101652008,00:24:02.975,563569,564 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.03.27 第0025回 なつかしのMr.ドーナツCM大公開 [DivX502 320x240 23m58s],avi,101720028,00:23:58.771,565594,566 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.04.03 第0026回 熱海スペシャル [DivX502 320x240 24m01s],avi,102845798,00:24:01.874,570623,571 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.04.17 第0028回 綱引き大作戦 [DivX502 320x240 24m03s],avi,108694794,00:24:03.275,602490,602 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.04.24 第0029回 わらしべ長者大合戦 [DivX502 320x240 24m03s],avi,124946432,00:24:03.075,692668,693 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,2,,128000,128 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.05.01 第0030回 100万円はもらったも同然だ!!～メイキング・オブ・仮装大賞 [DivX502 320x240 24m01s],avi,105198980,00:24:01.800,583709,584 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.05.08 第0031回 罰ゲーム・SM亀甲縛り アルタ画面で番組宣伝!! [DivX502 320x240 23m55s],avi,133015322,00:23:55.800,741136,741 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.05.15 第0032回 イカすのど自慢天国大合戦,mp4,205834244,00:23:19.040,1177003,1 177 kb/s,AVC,BT.601 NTSC,544,408,29.970,(30000/1001),CFR,Progressive,,1.000,8 bits,AAC,2,L R,63937,63.9 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.05.15 第0032回 イカすのど自慢天国大合戦 [DivX502 320x240 24m01s],avi,106633978,00:24:01.104,591957,592 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.05.22 第0033回 スターボーリング [DivX502 320x240 24m01s],avi,118469812,00:24:01.296,657574,658 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.05.22 第0033回 激突スターボーリング,mp4,205904113,00:23:19.531,1176989,1 177 kb/s,AVC,BT.601 NTSC,544,408,29.970,(30000/1001),CFR,Progressive,,1.000,8 bits,AAC,2,L R,63941,63.9 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.05.29 第0034回 オセロ名人戦! [DivX502 320x240 24m00s],avi,103503652,00:24:00.408,574857,575 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.06.05 第0035回 ハスラー3 [DivX502 320x240 24m02s],avi,102746732,00:24:02.616,569780,570 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.06.12 第0036回 3分クッキング [DivX502 320x240 24m01s],avi,118120398,00:24:01.320,655623,656 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.06.16 SP 60分放し飼い ダウンタウンの後輩たちのネタ披露 [DivX502 320x240 43m36s],avi,185691872,00:43:37.080,567631,568 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.06.19 第0037回 マンガ道場 [DivX505 640x480 23m15s],avi,109115672,00:23:15.628,625471,625 kb/s,MPEG-4 Visual,,640,480,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,64000,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.06.26 第0038回 ぼんさんが屁をこいた [DivX502 640x480 22m30s],avi,175239890,00:22:30.515,1038063,1 038 kb/s,MPEG-4 Visual,,640,480,29.970,(29970/1000),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.07.03 第0039回 下駄箱スルメ大抽選会 [DivX502 640x480 23m18s],avi,199171850,00:23:18.866,1139047,1 139 kb/s,MPEG-4 Visual,,640,480,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,2,,128000,128 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.07.10 第0040回 ルパン三世アテレコ大合戦 [DivX502 640x480 23m12s],avi,176433156,00:23:12.092,1013917,1 014 kb/s,MPEG-4 Visual,,640,480,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,2,,64000,64.0 kb/s,22.05 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.07.17 第0041回 初級英会話講座 [DivX502 640x480 22m51s],avi,187155546,00:22:51.138,1091972,1 092 kb/s,MPEG-4 Visual,,640,480,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,2,,64000,64.0 kb/s,22.05 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.07.24 第0042回 チビッ子なんでも相談室 [DivX502 640x480 23m17s],avi,238254230,00:23:17.400,1363986,1 364 kb/s,MPEG-4 Visual,,640,480,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.07.31 第0043回 プロ野球オールスター予想対決 [DivX502 640x480 23m35s],avi,202399204,00:23:36.015,1143486,1 143 kb/s,MPEG-4 Visual,,640,480,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,2,,64000,64.0 kb/s,22.05 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.08.07 第0044回 浜ちゃん罰ゲーム 決死のスカイダイビング [DivX502 640x480 23m13s],avi,169134252,00:23:13.058,971298,971 kb/s,MPEG-4 Visual,,640,480,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.08.14 第0045回 新体操の女王 浩子ちゃんと踊ろう [DivX502 640x480 23m17s],avi,180817854,00:23:17.296,1035244,1 035 kb/s,MPEG-4 Visual,,640,480,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.08.21 第0046回 占いクイズﾞ合戦 さて何でしょう！？ [DivX502 512x384 23m11s],avi,191073988,00:23:11.957,1098160,1 098 kb/s,MPEG-4 Visual,,512,384,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.08.28 第0047回 仮装大賞ヨカッタヨーン!! [DivX502 640x480 23m18s],avi,172436596,00:23:18.797,986199,986 kb/s,MPEG-4 Visual,,640,480,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.09.04 第0048回 じぃちゃんばあちゃんかくれんぼ!! [DivX511 320x240 23m14s],avi,145468656,00:23:14.393,834592,835 kb/s,MPEG-4 Visual,,320,240,23.976,(24000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.09.11 第0049回 がっちり買いましょうIN沖縄 [DivX502 640x480 22m55s],avi,169526962,00:22:55.107,986262,986 kb/s,MPEG-4 Visual,,640,480,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.09.18 第0050回 ビーチバレーIN沖縄!! [DivX502 640x480 23m15s],AVI,172008004,00:23:15.227,986265,986 kb/s,MPEG-4 Visual,,640,480,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.09.25 第0051回 仮装大賞予選 [DivX505 640x480 23m37s],avi,110949346,00:23:38.064,625920,626 kb/s,MPEG-4 Visual,,640,480,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,64000,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.10.09 第0052回 仮装大賞 100万円はもらったも同然だ！ [DivX505 640x480 23m13s],avi,108995388,00:23:13.944,625537,626 kb/s,MPEG-4 Visual,,640,480,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,64000,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.10.16 第0053回 Mr.レディと腕相撲大会 [DivX505 640x480 23m10s],avi,105938304,00:23:10.623,609444,609 kb/s,MPEG-4 Visual,,640,480,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.10.23 第0054回 お見合い大作戦 [DivX502 640x480 23m12s],avi,181243610,00:23:12.659,1041137,1 041 kb/s,MPEG-4 Visual,,640,480,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,2,,64000,64.0 kb/s,22.05 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.10.30 第0055回 マジック種明かし大作戦!! [DivX502 512x384 23m55s],avi,192217088,00:23:55.704,1071068,1 071 kb/s,MPEG-4 Visual,,512,384,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,2,,64000,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.11.06 第0056回 早く言ってよ！エッチ言葉しりとり大作戦!!,avi,226910208,00:23:44.456,1274368,1 274 kb/s,MPEG-4 Visual,,512,384,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,2,,64000,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.11.13 第0057回 1000人企画 ３年Ｂ組金八先生 [DivX502 640x480 23m15s],avi,192195196,00:23:15.294,1101962,1 102 kb/s,MPEG-4 Visual,,640,480,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,2,,56000,56.0 kb/s,24.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.11.20 第0058回 ゴルフ対決前哨戦 [DivX502 640x480 23m53s],avi,175511514,00:23:53.033,979804,980 kb/s,MPEG-4 Visual,,640,480,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,2,,64000,64.0 kb/s,22.05 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.11.27 第0059回 クイズヅラを探せグランプリ!! [H.264 320x240 23m50s],mp4,155118133,00:23:50.527,867474,867 kb/s,AVC,,320,240,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,1,C,63984,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.12.04 第0060回 ガキ版ピッタシカンカン!! [H.264 320x240 23m53s],mp4,159184411,00:23:53.813,888174,888 kb/s,AVC,,320,240,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,1,C,63984,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.12.11 第0061回 ゴルフマッチプレー [H.264 320x240 23m53s],mp4,159165769,00:23:53.685,888149,888 kb/s,AVC,,320,240,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,1,C,63960,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.12.18 第0062回 ダンスダンスざんす [H.264 320x240 23m23s],mp4,155771547,00:23:23.072,888174,888 kb/s,AVC,,320,240,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,1,C,63992,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1990.12.25 第0063回 松本人志罰ゲーム 桂三枝のいらっしゃ～い！,avi,188396768,00:22:28.449,1117709,1 118 kb/s,MPEG-4 Visual,,640,480,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,2,,56000,56.0 kb/s,22.05 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1991.01.08 第0064回 なぐって！なぐって！さて何点 [DivX502 320x240 23m09s],avi,131291136,00:23:09.622,755838,756 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,2,,128000,128 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1991.01.15 第0065回 良い子悪い子普通の子!! [DivX502 320x240 23m32s],avi,102358020,00:23:32.688,579650,580 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1991.01.22 第0066回 ダウンタウンなんて嫌いや！ﾁｷﾁｷスタッフ目安箱,avi,116813824,00:23:31.848,661906,662 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,2,,128000,128 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1991.01.22 第0066回 ダウンタウンなんて嫌いや！ﾁｷﾁｷスタッフ目安箱 [DivX502 320x240 23m31s],avi,116813824,00:23:31.848,661906,662 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,2,,128000,128 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1991.01.29 第0067回 ドラフト会議,avi,102356410,00:23:32.688,579641,580 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1991.02.05 第0068回 涙の1000本ノック [DivX502 320x240 23m37s],avi,102367192,00:23:37.680,577660,578 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1991.02.11 SP ダウンタウン改造計画 [DivX502 320x240 38m25s],avi,180680704,00:38:25.937,626837,627 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,2,,128000,128 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1991.02.12 第0069回 オールスター夢の球宴 [DivX502 320x240 23m26s],avi,116903936,00:23:26.739,664822,665 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,2,,128000,128 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1991.02.19 第0070回 冬の湘南赤フンドシで寒中水泳,avi,102617044,00:23:09.864,590659,591 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1991.02.26 第0071回 早くいわんかい,mp4,210894635,00:23:53.365,1177060,1 177 kb/s,AVC,BT.601 NTSC,544,408,29.970,(30000/1001),CFR,Progressive,,1.000,8 bits,AAC,2,L R,63926,63.9 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1991.02.26 第0071回 早くいわんかい [DivX502 320x240 23m32s],avi,116865024,00:23:32.545,661869,662 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,2,,128000,128 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1991.03.05 第0072回 100人に聞きました,mp4,209701673,00:23:45.387,1176953,1 177 kb/s,AVC,BT.601 NTSC,544,408,29.970,(30000/1001),CFR,Progressive,,1.000,8 bits,AAC,2,L R,63923,63.9 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1991.03.05 第0072回 100人に聞きました [DivX502 320x240 23m46s],avi,102303098,00:23:46.704,573647,574 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 1991.03.12 第0073回 減点パパ [DivX502 320x240 23m35s],avi,102367422,00:23:35.280,578641,579 kb/s,MPEG-4 Visual,,320,240,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,48000,48.0 kb/s,48.0 kHz,Lossy
