cctid,show_id,show,show_ja,date,episode,segment,name_ja,description_ja,metadata,playlist,subbed,ccturl
gakinotsukai_20150607_1258_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,2015-06-07,1258,0,1万でも5万でもない! これ絶対その価値あり! 3万円選手権〜!! 完結編（後編）,今週のガキの使いは、先週から大盛り上がりの３万円選手権！真剣芸を披露するもなかなか審査員の３名が３万円の評価を出さず参加芸人たちにも焦りの色が。急遽２巡目は金額を自分で申告して、審査員３名がその額の評価を下せば賞金をもらえるという方式に。各自ここぞとばかりに奥の手を披露する。そんな中、田中が別の番組でやったという曲芸を披露すると、その真剣すぎる姿にスタジオは静まり返り緊張ムードに。結果や如何に！？,"{""opening_jp"":""なし""}",30000 Yen Talent Show,True,https://chikichiki.tube/gakinotsukai/video/1258-1-en
gakinotsukai_20150614_1259_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,2015-06-14,1259,0,遠藤にお願い! こんな森進一が見てみたい〜!!,今週のガキの使いは、遠藤にお願い！こんな森進一が見てみたい！メンバーが敬愛する大御所歌手森進一の、普段ではなかなか見られないけど是非見てみたい○○しているところを、以前行われた口パクモノマネ企画で完成度の高い森進一を披露した遠藤が、ロケで実現させてくる！普段やっていそうなことからこれはやらないであろうことまで、メンバーからのリクエストを遠藤が１日半の長期ロケですべて実現！その出来栄えに一同感激！？,"{""opening_jp"":""なし""}",Endos Shinichi on Location,True,https://chikichiki.tube/gakinotsukai/video/1259-1-en
gakinotsukai_20150621_1260_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,2015-06-21,1260,0,着ぐるみトーク,今週のガキの使いは、着ぐるみトークで緊急企画！松本が前回の着ぐるみトーク中に、当番組の過去の企画でゾンビになって土の中に長時間隠れていたせいで閉所恐怖症になってしまったと告白したため、スタジオに専門家を招いて本格的な催眠療法での克服に挑戦！そして当時隠れていたものと同じサイズの箱に再び入ることができるかを検証する！同時にトークでは松本が最近経験したタクシー運転手の本当に許せない行動をブチ切れ告白！,"{""opening_jp"":""最近腹が立った事 田中 息子との会話で...→遠藤 ロケの合間で...→方正 初対面のタレント→松本の腹が立った出来事→遠藤 コンビニの駐車場で...→松本 有料パーキング→松本の閉所恐怖症を克服しよう!""}",,,https://chikichiki.tube/gakinotsukai/video/1260-1-ja
gakinotsukai_20150628_1261_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,2015-06-28,1261,0,芸能事務所対抗 相撲最強マネージャー決定戦!! GOTTSUAN（前編）,今週のガキの使いは、芸能事務所対抗相撲最強マネージャー決定戦『ごっつぁん』開催！ダウンタウン元マネージャー藤原寛の呼びかけで、お笑い系からアーティスト系まで様々な芸能事務所から相撲に自信のあるマネージャーが集められた。しかしなぜか藤原はトーナメントの決勝まで不戦勝という不公平っぷり。各事務所のタレントから応援コメントも寄せられ事務所の名前を背負わされる中、まさかの名勝負連発でメンバーも本気の歓声！,"{""opening_jp"":""なし""}",,,https://chikichiki.tube/gakinotsukai/video/1261-1-ja
gakinotsukai_20150705_1262_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,2015-07-05,1262,0,芸能事務所対抗 相撲最強マネージャー決定戦!! GOTTSUAN 完結編（後編）,今週のガキの使いは、今夜遂に千秋楽を迎える芸能事務所対抗相撲最強マネージャー決定戦『ごっつぁん』各事務所マネージャーが看板を背負って死に物狂いの大激戦を繰り広げる中、遂に決勝でよしもとクリエイティブ・エージェンシー常務（現専務）藤原寛が登場決勝までシードという不公平ルールでのらりくらりと腹の立つコメントをしてきた彼の実力は？決勝戦大歓声の中、ラストでまさかのドラマが！？メンバー大興奮の結果や如何に,"{""opening_jp"":""なし""}",,,https://chikichiki.tube/gakinotsukai/video/1262-1-ja
gakinotsukai_20150712_1263_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,2015-07-12,1263,0,浜田をドッキリにかけた!! ぶらり旅で名言がでるのか検証（ぶらり江ノ島 名言の旅!!）,今週のガキの使いは、浜田名言小旅行！浜田ばみゅばみゅのＰＶ撮影と偽って、浜田を一人江ノ島ぶらり旅に連れだし、その間にどんな名言が飛び出すのかを徹底検証！そして後日ドッキリだと知らされ、浜田ブチ切れ！？ＶＴＲではスタッフ、旅先の人との絡みでいらついた時の名言、昭和芸人っぽい小ボケ名言、休憩中にいきなり放った名言など、次々と珍名言が飛び出し鑑賞していたスタジオメンバーも爆笑！浜田の生態をとくとご覧あれ,"{""opening_jp"":""なし""}",,True,https://chikichiki.tube/gakinotsukai/video/1263-1-en
gakinotsukai_20150719_1264_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,2015-07-19,1264,0,徹底検証！有名人に会うまでぶらりし続けましょう!! 三軒茶屋編,今週のガキの使いは、有名人に会うまでぶらりし続けましょう三軒茶屋編！東京のオシャレな街を歩き続ければ有名人に出会えるのかという検証企画の第３弾。前回は寒空のもと自由が丘で行い、最後はまさかの浜田の逃亡で終了という残念な結果となった一同。今回は芸能人が多く住み、目撃情報も数多くあがっている三軒茶屋でリベンジを目指す。蒸し暑い中、建物の中や路地裏を懸命に探し続けラストで一同テンションＭＡＸの事態に！？,"{""opening_jp"":""なし""}",,,https://chikichiki.tube/gakinotsukai/video/1264-1-ja
gakinotsukai_20150726_1265_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,2015-07-26,1265,0,田中プレゼンツ！5人全員クリアせよ！綱渡りチャレンジ〜!!,今週のガキの使いは、田中プレゼンツ！５人全員クリアせよ綱渡りチャレンジ！田中が以前行われた、３万円の価値があると思う芸を披露する３万円選手権の中で挑戦した７ｍの綱渡り。かなりの難易度のためあえなく失敗してしまったが、その時にいろいろ言われた悔しさもあり、リベンジを兼ねて全員で成功させようと言い出した。後にやる人ほど足場が減らされ難しくなっていくルールで５人は様々な作戦を立てて実行するが果たして！？,"{""opening_jp"":""なし""}",,,https://chikichiki.tube/gakinotsukai/video/1265-1-ja
gakinotsukai_20150802_1266_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,2015-08-02,1266,0,引きこもった奥さんをリズムネタで救え!!,今週のガキの使いは、番組宛にとある些細な喧嘩がきっかけで部屋に引きこもってしまった妻を誘い出して欲しいというお願いのメールが届いた。自宅に伺い夫に話を聞いてみると、妻はリズムネタが大好きだという。そこでメンバーは様々なリズムネタ芸人を呼んでネタを披露してもらい、妻が部屋から出るよう呼びかけさせる。苦戦が続く中、リズムネタ芸人ではないココリコや方正も参加して必死の説得を続けるが、果たしてどうなる！？,"{""opening_jp"":""なし""}",,,https://chikichiki.tube/gakinotsukai/video/1266-1-ja
gakinotsukai_20150809_1267_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,2015-08-09,1267,0,世界の怖い話は本当に怖いのか!? 世界怪談サミット2015,今週のガキの使いは、世界の怖い話は本当に怖いのか！？世界怪談サミット２０１５！スタジオに様々な国籍のゲストを招いて、自分の国に古くからある怪談話をしてもらい怖いかどうかを検証する企画。話し手は、日本でお馴染みの外国人タレントが続々とやってくるが、お国柄が出て感心する一方で皆なぜか笑いまで提供してしまう。そしてラストで特別枠として一般からオーディションして招いた人物が予想だにしない展開をもたらす！？,"{""opening_jp"":""なし""}",,True,https://chikichiki.tube/gakinotsukai/video/1267-1-en
gakinotsukai_20150816_1268_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,2015-08-16,1268,0,たむらけんじ 七変化〜!!,今週のガキの使いは、たむらけんじ七変化！毎回獅子舞に変化しているたむらだが、今宵それを脱ぎ捨て七変化に挑む！打ち合わせの段階から「こんなにお笑いのことばかり考えたのは久しぶり」と言うくらい気合が入っていた模様で、歴代ベスト５には入りたいと高い目標を掲げる。内容も学生時代のエピソード、ダンス、ギャグ等、普段のたむけんからは想像できないラインナップでメンバーの反応や如何に！？そして目標額に届くのか！？,"{""opening_jp"":""なし""}",,,https://chikichiki.tube/gakinotsukai/video/1268-1-ja
gakinotsukai_20150823_1269_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,2015-08-23,1269,0,俺のロボットがナンバーワン! 宇宙最強ロボット大戦〜!!,今週のガキの使いは宇宙最強ロボット大戦！子供の頃からロボットが好きだったガキメンバー。今夜は童心に帰り、自分がカッコイイと思うロボットをダンボールで自由に製作して発表しあう。なれない工作に苦戦しながらそれぞれが思い描いた武器や装飾などを形にしていく。完成した作品のお披露目では、やはりあの男のロボットに失笑が起こる。最後はあの大御所歌手が歌うオリジナルテーマソングとともに、みんな入り乱れての大乱闘！,"{""opening_jp"":""なし""}",,True,https://chikichiki.tube/gakinotsukai/video/1269-1-en
gakinotsukai_20150830_1270_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,2015-08-30,1270,0,この一口に命をかけろ 賞金10万円争奪！ききあんぱん〜!!,今週のガキの使いは、人気企画利きシリーズから、身近な食べ物のあんパンに挑戦！今回は長らく正解が出ていないということで、いつもの１２種類から１０種類へと減らされ気合が入る一同。各自様々な作戦を立て、あんこの味や質感、パンの柔らかさ、果てはパンの筋の入り方などでもなんとかヒントを探ろうとする。しかし今回も外野からの野次やいたずらで、お互いが足を引っ張り合う始末。そんな中であの男が奇跡をまき起こす！？,"{""opening_jp"":""なし""}",Kiki,True,https://chikichiki.tube/gakinotsukai/video/1270-1-en
gakinotsukai_20150906_1271_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,2015-09-06,1271,0,アイツの事を1番理解しているのは俺だ！どうせお前こんなん好きなんやろ？選手権〜!!（T.M.Revolution 西川貴教編）,今週のガキの使いは、どうせお前こんなん好きなんやろ選手権にＴ.Ｍ.Ｒｅｖｏｌｕｔｉｏｎこと西川貴教が登場！メンバーが自分のセンスでゲストの気にいるであろう物を買ってきて、もらった側が気に入った順に順位をつける人気シリーズ企画なのだが、今回は初のアーティストでしかも、ひと際個性的な西川貴教ということもあり、それぞれが頭を悩ませる中考えすぎてやってしまった失敗チョイスが多数！失笑＆困惑のそのアイテムとは？,"{""opening_jp"":""なし""}",,,https://chikichiki.tube/gakinotsukai/video/1271-1-ja
gakinotsukai_20150913_1272_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,2015-09-13,1272,0,お前はいくつの顔を持つ? 顔変え20面相!!（前編）,今週のガキの使いは『お前はいくつの顔を持つ？顔変え２０面相！』カメラの前に座って短い間隔で切られるシャッター音に合わせて２０個の違う表情を作れるかに挑戦する。ゲストに顔芸や表情の豊かさに定評のあるドランクドラゴン塚地、ＴＫＯ木下、ワッキーの３人を迎え誰が一番かを決めるのだが、いざ始めてみると皆一様に途中からバリエーションがなくなり大苦戦！並べられた写真を比べ同じ表情の連続に愕然！？果たしてどうなる,"{""opening_jp"":""なし""}",,,https://chikichiki.tube/gakinotsukai/video/1272-1-ja
gakinotsukai_20150920_1273_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,2015-09-20,1273,0,お前はいくつの顔を持つ? 顔変え20面相!! 完結編（後編）,今週のガキの使いは、先週から皆大苦戦で進行中の顔変え２０面相！手を使うのとモノマネは禁止という厳しいルールのせいで表情がかぶりまくってしまう挑戦者達。今週はいよいよダウンタウンの２人と顔芸に定評のあるワッキーがチャレンジ！ベテラン松本も途中から大パニック！？栄冠は誰が手にする！？そして後半はおまけの秘蔵トーク！方正が発見した話題の乗り物がスタジオに登場！皆一様にテンション上がる中松本が謎の反応！？,"{""opening_jp"":""バランススクーターに乗ってみよう!→遠藤 娘と映画館で…""}",,,https://chikichiki.tube/gakinotsukai/video/1273-1-ja
gakinotsukai_20150927_1274_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,2015-09-27,1274,0,着ぐるみトーク,今週のガキの使いは、着ぐるみトークで大激論！松本がサウナで直面したとある場面での後輩の立ち振る舞い方に「ペア感を出せ！」と憤る。その内容とは！？さらにジムで経験した距離感の大事さとは！？そして田中が出版した図鑑をめぐってメンバーの立ち位置で大揉め！意見の合わないメンバーを松本ぶった斬り！最後は、方正が最近気になっているという話題のおもちゃが登場し、一同拒否反応！？最後に迎えた悲しすぎる結末とは！？,"{""opening_jp"":""松本 後輩とサウナで...→距離感のない人→田中 図鑑を出版→ワルひげ危機一髪""}",,,https://chikichiki.tube/gakinotsukai/video/1274-1-ja
gakinotsukai_20151004_1275_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,2015-10-04,1275,0,遠藤のウチいく!?（森進一のウチいく!?）,今週のガキの使いは『遠藤のウチいく！？』遠藤が敬愛する森進一のモノマネをしながら某番組？のようなロケを敢行！行きつけのお店のおすすめグルメ、プライベート話や過去の思い出話まですべてが遠藤の想像で勝手に進められメンバーも困惑しきり。ロケ中は大御所歌手らしく取り巻きが多かったり、アクシデントで機嫌を損ねる場面も。さらには新曲まで遠藤の想像で作られ意気揚々と歌い上げる。遠藤森進一のやりたい放題の３０分！,"{""opening_jp"":""なし""}",Endos Shinichi on Location,True,https://chikichiki.tube/gakinotsukai/video/1275-1-en
gakinotsukai_20151011_1276_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,2015-10-11,1276,0,懐かしのレトロゲーム スーパーファミコンを遊びつくせ〜!!,今週のガキの使いは、メンバーがスタジオに並べられたゲームソフトの中から昔ハマったものを選んで遊ぶ人気企画のスーパーファミコン版。ファミコンよりも更にハマっていたという松本と方正に対して、あまり遊んでいなかった浜田、遠藤、田中で温度差が生じ、プレイ中も経験者から未経験者への容赦無い檄が飛ぶ。選ぶソフトは、シューティング、パズル、レース、格闘対戦など多岐に渡り、童心に帰って大声を張り上げ盛り上がる！！,"{""opening_jp"":""なし""}",Famicom Retro Game Battle,True,https://chikichiki.tube/gakinotsukai/video/1276-1-en
gakinotsukai_20151025_1277_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,2015-10-25,1277,0,浜田ばみゅばみゅプロジェクト 怒涛の新展開,,"{""opening_jp"":""浜田のスタッフへの暴力→浜田ばみゅばみゅ×中田ヤスタカ→浜田ばみゅばみゅ×増田セバスチャン""}",,,https://chikichiki.tube/gakinotsukai/video/1277-1-ja
gakinotsukai_20151101_1278_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,2015-11-01,1278,0,華原朋美 完全プロデュース 私の全てを知って欲しいの (ハート) カルタ争奪戦〜!!（前編）,,"{""opening_jp"":""なし""}",,,https://chikichiki.tube/gakinotsukai/video/1278-1-ja
gakinotsukai_20151108_1279_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,2015-11-08,1279,0,華原朋美 完全プロデュース 私の全てを知って欲しいの (ハート) カルタ争奪戦〜!! 完結編（後編）,,"{""opening_jp"":""なし""}",,,https://chikichiki.tube/gakinotsukai/video/1279-1-ja
gakinotsukai_20151115_1280_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,2015-11-15,1280,0,徹底検証！有名人に会うまでブラリし続けましょう!! 駒沢編,今週のガキの使いは、有名人に会うまでぶらりし続けましょう駒沢編！前回は三軒茶屋で見事ザブングル加藤を見つけ、自宅にまでお邪魔させてもらい大成功を遂げた一同。今回は芸能人が多く住んでいると言われるセレブタウンの駒沢で挑戦する。巨大な公園内を走るランナーやセレブっぽい人に注目して声をかけるもなかなか見つからず、街なかでは浜田の天然が炸裂したりして苦戦が続くなか、辺りが暗くなった頃に一同驚きの事態が！？,"{""opening_jp"":""なし""}",,,https://chikichiki.tube/gakinotsukai/video/1280-1-ja
gakinotsukai_20151122_1281_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,2015-11-22,1281,0,浜田ばみゅばみゅプロジェクトスペシャル!!,今週のガキの使いは、浜田ばみゅばみゅ大公開スペシャル！これまでＴｗｉｔｔｅｒでのトレンド入りなど、何かと話題になりながらもベールに包まれていた浜田ばみゅばみゅの詳細情報を一挙大放出！本邦初公開の新曲視聴に始まり、中田ヤスタカ氏（ＣＡＰＳＵＬＥ）との対面＆レコーディングの様子、増田セバスチャン指揮のもとでの１５時間に及んだＭＶ撮影など、浜田の汗と笑いだらけの活動をご報告！メンバーも完成度の高さに驚愕,"{""opening_jp"":""浜田ばみゅばみゅ デビュー曲「なんでやねんねん」完成→浜田ばみゅばみゅ MV撮影に密着""}",,,https://chikichiki.tube/gakinotsukai/video/1281-1-ja
gakinotsukai_20151129_1282_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,2015-11-29,1282,0,全乗っかり 即興! ウソつき旅館,今週のガキの使いは、即興！ウソつき旅館。約１年ぶりの真剣嘘話企画。カードに名前が書かれていて大中小という嘘の度合いを指定されるので、小なら身近にありそうなくだらない嘘、大なら絶対に起きないような壮大な嘘を誰かに振る。振られた側は、それがどんな内容であっても乗っかって嘘話を進めなければならない。今、あばらが折れている？実は仮面ライダーだった？など突拍子もない振りに嘘を嘘で塗り固めていく真剣嘘話企画！,"{""opening_jp"":""なし""}",,,https://chikichiki.tube/gakinotsukai/video/1282-1-ja
gakinotsukai_20151206_1283_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,2015-12-06,1283,0,ふざけたら出入り禁止！ガチマジ動物コンテスト〜!!,,"{""opening_jp"":""なし""}",,True,https://chikichiki.tube/gakinotsukai/video/1283-1-en
gakinotsukai_20151213_1284_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,2015-12-13,1284,0,浜田ばみゅばみゅ デビューライブ密着 ＆ MVフル公開SP,今週のガキの使いは、感動！？浜田ばみゅばみゅデビューライブ密着＆ミュージックビデオフル公開ＳＰ！先日ばみゅばみゅが出演した日テレ音楽祭ベストアーティスト２０１５の裏側の模様を放送。怖い顔した現場入りからかわいい変身まで完全密着！有名アーティストからは次々とかわいい！の賛辞が送らればみゅばみゅも大照れ？スタジオでは完成した珠玉のミュージックビデオをフルで公開！隠されていた秘密に方正、ココリコ大仰天！,,,,https://chikichiki.tube/gakinotsukai/video/1284-1-ja
gakinotsukai_20151220_1285_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,2015-12-20,1285,0,第18回 年末特別企画 2015年 ガキの使いおもしろVTRベスト10!!,今週のガキの使いは、２０１５年のおもしろＶＴＲをベスト１０形式で振り返る！スタジオの総合司会は１８年連続で元ダウンタウンマネージャーの藤原寛が務め、恒例のオープニングアクトでは今年日本中に感動を与えたあの人物になりきって決める！そしてＶＴＲはもう一度見たい爆笑の名企画を笑いどころのみを抽出してお届け！相撲にモノマネ、インタビューに変顔とバカバカしすぎる企画の数々に改めて爆笑！栄光の１位に輝くのは？,"{""opening_jp"":""なし""}",,,https://chikichiki.tube/gakinotsukai/video/1285-1-ja
gakinotsukai_20151227_1286_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,2015-12-27,1286,0,絶対に笑ってはいけない名探偵24時 どこよりも早くお見せしちゃいますスペシャル,,"{""opening_jp"":""なし""}",,,https://chikichiki.tube/gakinotsukai/video/1286-1-ja
gakinotsukai_20151229_SP_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,2015-12-29,SP,0,笑ってはいけない名探偵徹底解剖スペシャル,,"{""opening_jp"":""なし""}",,,
gakinotsukai_20151231_SP_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,2015-12-31,SP,0,絶対に笑ってはいけない名探偵24時,,"{""opening_jp"":""なし""}",No Laughing Batsu,True,https://chikichiki.tube/gakinotsukai/video/2015-12-31-1-en
gakinotsukai_20160104_SP_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,2016-01-04,SP,0,笑ってはいけない名探偵 未公開映像一挙大公開SP!!,,"{""opening_jp"":""なし""}",,,
gakinotsukai_20160110_SP_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,2016-01-10,SP,0,浜田ばみゅばみゅのすべて大公開SP!!,２３：００～２３：２５                     ガキの使い番外編『浜田ばみゅばみゅのすべて』昨年末に番組の企画から誕生した浜田ばみゅばみゅ。そこから本家きゃりーぱみゅぱみゅプロデューサーの中田ヤスタカ氏の目に止まり全面プロデュースが決定しデビューを果たした。今夜はその誕生からレコーディング、幕張での感動ＬＩＶＥなどばみゅばみゅがたどった汗と感動と笑いの軌跡を秘蔵映像を交えて振り返ります！世界中の女子たちが悔しがった？溢れるかわいさをご堪能下さい,"{""opening_jp"":""なし""}",,,
gakinotsukai_20160110_1287_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,2016-01-10,1287,0,遠藤(秘)検証VTR!,２３：２５～２３：５５                     今週のガキの使いは、遠藤(秘)検証ＶＴＲ！先日放送された大晦日ＳＰで、収録現場でも流されることなく、５人がその存在すら知らないＶＴＲがあった！それは遠藤の「おバカなのにかっこつけてかしこぶってしまう」という噂が本当か？を検証したもの。その検証方法とは、様々な人と時事問題について討論しあうという偽番組内で、遠藤がどれほどかしこぶるのかを見るというもの。そこには様々な手段でかしこぶる赤っ恥な遠藤の姿が！？,"{""opening_jp"":""なし""}",,True,https://chikichiki.tube/gakinotsukai/video/1287-1-en
gakinotsukai_20160117_1288_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,2016-01-17,1288,0,クイズ斎藤工の100のコト（前編）,今週のガキの使いは、『斎藤工の１００のこと』現在ドラマなどで大活躍中のイケメン俳優が当番組名物企画の１００のことに登場！メンバーと接点がないことに加えて、独特の思考回路から繰り出される予想外の回答の連続でなかなか正解にたどりつけない一同。加えて瞬きを我慢していられる時間やうがいの秒数などでも想定外の記録を叩き出して一層メンバーを混乱させる。今宵、謎に包まれた長身イケメン俳優のすべてが明らかになる！,"{""opening_jp"":""なし""}",,,https://chikichiki.tube/gakinotsukai/video/1288-1-ja
gakinotsukai_20160124_1289_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,2016-01-24,1289,0,クイズ斎藤工の100のコト 完結編（後編）,今週のガキの使いは、まだまだ溢れる個性的回答、斎藤工の１００のこと完結編！先週から予想もつかない回答の連続でいつもよりも圧倒的に低い正解率の一同。今週も相変わらずのタクミっぷりだが、徐々に傾向を掴み始めたメンバーは正解を出し始める。さらに、タクミのメンバーへの印象問題でも傾向が現れ一気に風向きが変わる。家に来てほしくないのは？浜田に落書きするなら何を描く？優勝者にはタクミから個性的すぎるご褒美が！,"{""opening_jp"":""なし""}",,,https://chikichiki.tube/gakinotsukai/video/1289-1-ja
gakinotsukai_20160131_1290_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,2016-01-31,1290,0,第27回 新春大新年会〜!! & 月亭邦正プレゼンツ 第10回 山-1グランプリ!!,今週のガキの使いは、大新年会山-１グランプリ！毎年、番組の新年会内で行われている月亭方正に最もハマる芸人を決める大会。今年で１０回目を迎え、過去にはキンタロー。、スギちゃん、ピスタチオなどその年のブレイク芸人を輩出し、いつのまにか芸人から熱い視線を受ける大会となった。今回も８３０組もの芸人をオーディションしその難関を見事くぐり抜けた７組が渾身のネタを披露！今年のブレイクを勝ち取る芸人はいったい誰！？,"{""opening_jp"":""なし""}",,,https://chikichiki.tube/gakinotsukai/video/1290-1-ja
gakinotsukai_20160207_1291_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,2016-02-07,1291,0,着ぐるみトーク,今週のガキの使いは、着ぐるみトークで爆笑の話題が盛り沢山！大晦日の笑ってはいけないを見たメンバーの家族の反応をそれぞれが発表。蝶野ビンタシーンでの山崎家の様子とは！？そして２０１６年のメンバー全員の運勢を大発表！方正にはあの伝説の戦いを示唆するキーワードが！浜田には夜のプレイに関する謎のアドバイス！？そしてダウンタウンが更なるブレイク！？気になる真相とは！？さらに浜田ばみゅばみゅの今後を徹底議論！,"{""opening_jp"":""収録前の別室で方正の頭をスタッフが大笑い→方正家族が大晦日に“笑ってはいけない”を試聴→田中家族が大晦日に“笑ってはいけない”を試聴→島田秀平が占う月亭邦正の運勢→島田秀平が占う遠藤章造の運勢→島田秀平が占う田中直樹の運勢→島田秀平が占う浜田雅功の運勢→島田秀平が占う松本人志の運勢→浜田ばみゅばみゅ新企画 皆さんのダンスVTR大募集!!""}",,,https://chikichiki.tube/gakinotsukai/video/1291-1-ja
gakinotsukai_20160214_1292_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,2016-02-14,1292,0,ジミー大西24時間ロングインタビュー!!（前編）,今週のガキの使いは、ジミー大西の２４時間ロングインタビュー！方正、ドランク鈴木に次いで３回目となるこの企画。ホテルの一室で食事中や入浴中、トイレ中まで２４時間、いかなる時も自分に関するインタビューに受け答えし続けるという過酷極まりないこの企画に、最近芸能界にカムバックしたジミー大西が挑む！常人では考えられない行動や思考の数々にメンバーも興味津々。今まで語られることのなかったジミー大西の生態に迫る！,"{""opening_jp"":""なし""}",Long Interview,True,https://chikichiki.tube/gakinotsukai/video/1292-1-en
gakinotsukai_20160221_1293_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,2016-02-21,1293,0,ジミー大西24時間ロングインタビュー!!（後編）,今週のガキの使いは、やはり１週では収まりきらなかったジミー大西２４時間ロングインタビュー完結編！先週から本能の赴くままの考えや行動に驚きの連続だったスタジオ。今週、答えの大半を占める下ネタエピソードについに禁止令が！さらにインタビュアーとの不穏な空気や睡魔との戦いなどで限界寸前のジミー。それでも続くインタビューでさんまさんとのこと、画家時代、芸能界復帰についてなど自分を見つめ直し全てをさらけ出す！,"{""opening_jp"":""なし""}",Long Interview,True,https://chikichiki.tube/gakinotsukai/video/1293-1-en
gakinotsukai_20160228_1294_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,2016-02-28,1294,0,全て遠藤の想像!! ニセ森進一ディナーショー（遠藤森進一）,今週のガキの使いは、『遠藤森進一ディナーショー』遠藤が敬愛する森進一のモノマネシリーズでついにディナーショーをやると言い出しメンバーを招待。ホテルの大広間にファンも大勢駆けつけ開演を待ち望む。開演とともに時代劇が始まり、遠藤森進一のかっこ良すぎる殺陣が炸裂！そして謎の弟子が登場しあの人っぽい曲を披露！更に弟子とのトークで会場は大爆笑！？その他、秘蔵写真や質問コーナーもあり、最後はあの名曲を大熱唱！,"{""opening_jp"":""なし""}",,True,https://chikichiki.tube/gakinotsukai/video/1294-1-en
gakinotsukai_20160306_1295_0,gakinotsukai,Gaki no Tsukai,ダウンタウンのガキの使いやあらへんで!!,2016-03-06,1295,0,有名人に会うまでぶらりし続けましょう!! 傑作選奇跡の瞬間一挙大公開SP!!,今週のガキの使いは「有名人に会うまでぶらりし続けましょう」傑作選！東京の街なかを有名人に出会うまでひたすら歩き続けなければいけない過酷名物企画。今夜はこれまでに５回行われ、炎天下や寒空の下など季節問わずひたすら歩きまわり、その中でメンバーに起こったハプニングと出会えた有名人たちを一挙総ざらい！浜田の逃亡やつまずき事件、三軒茶屋での所帯じみまくり芸人との遭遇など、何度見てもおもしろい場面が盛り沢山！,"{""opening_jp"":""なし""}",,,https://chikichiki.tube/gakinotsukai/video/1295-1-ja
