cctid,show_id,show,show_ja,date,episode,segment,name_ja,description_ja,metadata,playlist,subbed,ccturl
knightscoop_19921204_46_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,1992-12-04,46,3,ほめ殺し,,"{""ホスト"":""福井敏雄, ""探偵"":""トミーズ雅, ""位置"":""""}",,,
knightscoop_19921211_47_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,1992-12-11,47,1,本当なら凄い!かわうそ発見,,"{""ホスト"":""横山ノック, ""探偵"":""北野誠, ""位置"":""""}",,,
knightscoop_19921211_47_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,1992-12-11,47,2,淀川で採ったシジミ,,"{""ホスト"":""横山ノック, ""探偵"":""立原啓裕, ""位置"":""""}",,,
knightscoop_19921211_47_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,1992-12-11,47,3,歴史は夜つくられる?,,"{""ホスト"":""横山ノック, ""探偵"":""越前屋俵太, ""位置"":""""}",,,
knightscoop_19921218_48_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,1992-12-18,48,1,幻のゴマようかんを探せ!!,,"{""ホスト"":""キダ・タロー , ""探偵"":""北野誠, ""位置"":""""}",,,
knightscoop_19921218_48_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,1992-12-18,48,2,ピーマンの七不思議!?,,"{""ホスト"":""キダ・タロー , ""探偵"":""桂小枝, ""位置"":""""}",,,
knightscoop_19921218_48_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,1992-12-18,48,3,ナイトスクープ認知度調査,,"{""ホスト"":""キダ・タロー , ""探偵"":""清水圭, ""位置"":""""}",,,
knightscoop_19921225_49_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,1992-12-25,49,1,クリスマス・リクエスト特集,,"{""ホスト"":"", ""探偵"":"", ""位置"":""""}",,,
knightscoop_19930108_1_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-01-08,1,1,幻の温泉を探せ!!,,"{""ホスト"":""オスマン・
サンコン, ""探偵"":""桂小枝, ""位置"":""大阪府羽曳野市""}",,,
knightscoop_19930108_1_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-01-08,1,2,男３歳！こだわりの枕!?,,"{""ホスト"":""オスマン・
サンコン, ""探偵"":""北野誠, ""位置"":""兵庫県姫路市""}",,,
knightscoop_19930108_1_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-01-08,1,3,街で見かけたポーズの意味,,"{""ホスト"":""オスマン・
サンコン, ""探偵"":""越前屋俵太, ""位置"":""大阪府豊中市東豊中町""}",,,
knightscoop_19930115_2_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-01-15,2,1,ゆがんだ森進一!?,,"{""ホスト"":""キダ・タロー, ""探偵"":""トミーズ雅, ""位置"":""大阪府高槻市""}",,,
knightscoop_19930115_2_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-01-15,2,2,幻のロボット・ウェイター,,"{""ホスト"":""キダ・タロー, ""探偵"":""桂小枝, ""位置"":""大阪府門真市""}",,,
knightscoop_19930115_2_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-01-15,2,3,探偵どもの依頼!?,,"{""ホスト"":""キダ・タロー, ""探偵"":""越前屋俵太, ""位置"":""""}",,,
knightscoop_19930122_3_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-01-22,3,1,40年前の小説原稿を返す,,"{""ホスト"":""福井敏雄, ""探偵"":""北野誠, ""位置"":""大阪市東住吉区""}",,,
knightscoop_19930122_3_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-01-22,3,2,40男は気持ち悪い!?,,"{""ホスト"":""福井敏雄, ""探偵"":""清水圭, ""位置"":""大阪市""}",,,
knightscoop_19930122_3_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-01-22,3,3,もう一度ジャズを歌いたい!!,,"{""ホスト"":""福井敏雄, ""探偵"":""立原啓裕, ""位置"":""大阪市此花区""}",,,
knightscoop_19930129_4_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-01-29,4,1,富良野の恋,,"{""ホスト"":""キダ・タロー, ""探偵"":""北野誠, ""位置"":""大阪市""}",,,
knightscoop_19930129_4_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-01-29,4,2,小ネタ集 小枝、おれの所に来い！,,"{""ホスト"":""キダ・タロー, ""探偵"":""桂小枝, ""位置"":""大阪府泉大津市""}",,,
knightscoop_19930129_4_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-01-29,4,3,小ネタ集 局長はかめおか？,,"{""ホスト"":""キダ・タロー, ""探偵"":""桂小枝, ""位置"":""大阪市東淀川区""}",,,
knightscoop_19930129_4_4,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-01-29,4,4,小ネタ集 似顔絵,,"{""ホスト"":""キダ・タロー, ""探偵"":""桂小枝, ""位置"":""群馬県高山村""}",,,
knightscoop_19930129_4_5,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-01-29,4,5,小ネタ集 しょーもないマイケル・ジャクソン,,"{""ホスト"":""キダ・タロー, ""探偵"":""桂小枝, ""位置"":""大阪府八尾市""}",,,
knightscoop_19930129_4_6,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-01-29,4,6,病気自慢,,"{""ホスト"":""キダ・タロー, ""探偵"":""トミーズ雅, ""位置"":""大阪市淀川区""}",,,
knightscoop_19930205_5_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-02-05,5,1,恐怖の血吸い蛭!!,,"{""ホスト"":""福井敏雄, ""探偵"":""立原啓裕, ""位置"":""大阪市西区""}",,,
knightscoop_19930205_5_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-02-05,5,2,動物と話そう!!,,"{""ホスト"":""福井敏雄, ""探偵"":""越前屋俵太, ""位置"":""大阪府富田林市""}",,,
knightscoop_19930205_5_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-02-05,5,3,堺市のたぬき一家!?,,"{""ホスト"":""福井敏雄, ""探偵"":""清水圭, ""位置"":""大阪府堺市戎島町""}",,,
knightscoop_19930212_6_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-02-12,6,1,謎の卒業アルバム,,"{""ホスト"":""キダ・タロー, ""探偵"":""北野誠, ""位置"":""大阪市生野区""}",,,
knightscoop_19930212_6_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-02-12,6,2,素朴な疑問集 電車より速い男の子!?,,"{""ホスト"":""キダ・タロー, ""探偵"":""桂小枝, ""位置"":""大阪市""}",,,
knightscoop_19930212_6_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-02-12,6,3,素朴な疑問集 ゲロッピーを吐くおじさん!?,,"{""ホスト"":""キダ・タロー, ""探偵"":""桂小枝, ""位置"":""奈良県生駒市""}",,,
knightscoop_19930212_6_4,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-02-12,6,4,素朴な疑問集 うどんは伸びるのか？,,"{""ホスト"":""キダ・タロー, ""探偵"":""桂小枝, ""位置"":""兵庫県西宮市""}",,,
knightscoop_19930212_6_5,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-02-12,6,5,素朴な疑問集 プールで毛玉,,"{""ホスト"":""キダ・タロー, ""探偵"":""桂小枝, ""位置"":""京都市""}",,,
knightscoop_19930212_6_6,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-02-12,6,6,素朴な疑問集 みかんでシャンデリア!?,,"{""ホスト"":""キダ・タロー, ""探偵"":""桂小枝, ""位置"":""""}",,,
knightscoop_19930212_6_7,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-02-12,6,7,子供を産む時の痛み!?,,"{""ホスト"":""キダ・タロー, ""探偵"":""トミーズ雅, ""位置"":""大阪府八尾市""}",,,
knightscoop_19930219_7_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-02-19,7,1,おばちゃんの初恋!!,,"{""ホスト"":""福井敏雄, ""探偵"":""清水圭, ""位置"":""大阪府福島区""}",,,
knightscoop_19930219_7_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-02-19,7,2,調べてくださいシリーズ・雪,,"{""ホスト"":""福井敏雄, ""探偵"":""越前屋俵太, ""位置"":""大阪市""}",,,
knightscoop_19930226_8_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-02-26,8,1,スキー場で嫌われる関西人!!,,"{""ホスト"":""オスマン・
サンコン, ""探偵"":""清水圭, ""位置"":""""}",,,
knightscoop_19930226_8_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-02-26,8,2,行き倒れの二宮さんを助けて!!,,"{""ホスト"":""オスマン・
サンコン, ""探偵"":""トミーズ雅, ""位置"":""大阪府守口市""}",,,
knightscoop_19930226_8_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-02-26,8,3,ナイトスクープの視聴率・東京編,,"{""ホスト"":""オスマン・
サンコン, ""探偵"":""越前屋俵太, ""位置"":""東京都品川区""}",,,
knightscoop_19930305_9_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-03-05,9,1,栄養剤をくれた恩師は今？,,"{""ホスト"":""オスマン・
サンコン, ""探偵"":""北野誠, ""位置"":""神戸市垂水区""}",,,
knightscoop_19930305_9_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-03-05,9,2,私の好敵手!!,,"{""ホスト"":""オスマン・
サンコン, ""探偵"":""桂小枝, ""位置"":""大阪市""}",,,
knightscoop_19930305_9_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-03-05,9,3,おっちゃんとおばちゃんの青春,,"{""ホスト"":""オスマン・
サンコン, ""探偵"":""立原啓裕, ""位置"":""兵庫県西宮市""}",,,
knightscoop_19930312_10_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-03-12,10,1,夜店で見つけたチン太君の謎,,"{""ホスト"":""福井敏雄, ""探偵"":""北野誠, ""位置"":""奈良県生駒市""}",,,
knightscoop_19930312_10_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-03-12,10,2,宮下少年の素朴な疑問集 水面に浮く絵,,"{""ホスト"":""福井敏雄, ""探偵"":""桂小枝, ""位置"":""神戸市北区""}",,,
knightscoop_19930312_10_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-03-12,10,3,宮下少年の素朴な疑問集 卒業アルバムに謎の子供が写っている,,"{""ホスト"":""福井敏雄, ""探偵"":""桂小枝, ""位置"":""神戸市北区""}",,,
knightscoop_19930312_10_4,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-03-12,10,4,宮下少年の素朴な疑問集 何でも歌にする天才ギター少年,,"{""ホスト"":""福井敏雄, ""探偵"":""桂小枝, ""位置"":""神戸市北区""}",,,
knightscoop_19930312_10_5,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-03-12,10,5,宮下少年の素朴な疑問集 ３.３.７拍子の道,,"{""ホスト"":""福井敏雄, ""探偵"":""桂小枝, ""位置"":""神戸市北区""}",,True,https://chikichiki.tube/knightscoop/video/1993-03-12-5-en
knightscoop_19930312_10_6,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-03-12,10,6,宮下少年の素朴な疑問集 「くさー」と文字が浮き出る山,,"{""ホスト"":""福井敏雄, ""探偵"":""桂小枝, ""位置"":""神戸市北区""}",,,
knightscoop_19930312_10_7,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-03-12,10,7,キライなタレント,,"{""ホスト"":""福井敏雄, ""探偵"":""北野誠・立原啓裕, ""位置"":""""}",,,
knightscoop_19930319_11_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-03-19,11,1,**/**/** 太極拳は闘える拳法か？,,"{""ホスト"":""キダ・タロー
爆笑総集編!!, ""探偵"":""桂小枝, ""位置"":""""}",,,
knightscoop_19930319_11_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-03-19,11,2,**/**/** ネギを食べたらリカちゃんの味が！,,"{""ホスト"":""キダ・タロー
爆笑総集編!!, ""探偵"":""桂小枝, ""位置"":""""}",,,
knightscoop_19930319_11_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-03-19,11,3,**/**/** ピーマンの中身は何？,,"{""ホスト"":""キダ・タロー
爆笑総集編!!, ""探偵"":""桂小枝, ""位置"":""""}",,,
knightscoop_19930319_11_4,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-03-19,11,4,**/**/** ババタレ坂の由来,,"{""ホスト"":""キダ・タロー
爆笑総集編!!, ""探偵"":""越前屋俵太, ""位置"":""""}",,,
knightscoop_19930319_11_5,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-03-19,11,5,**/**/** ちいさな社会悪を斬る！,,"{""ホスト"":""キダ・タロー
爆笑総集編!!, ""探偵"":""越前屋俵太, ""位置"":""""}",,,
knightscoop_19930319_11_6,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-03-19,11,6,**/**/** 高木ブーは一般常識？,,"{""ホスト"":""キダ・タロー
爆笑総集編!!, ""探偵"":""越前屋俵太, ""位置"":""""}",,,
knightscoop_19930319_11_7,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-03-19,11,7,**/**/** ミケ猫を捜せ！,,"{""ホスト"":""キダ・タロー
爆笑総集編!!, ""探偵"":""越前屋俵太, ""位置"":""""}",,,
knightscoop_19930319_11_8,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-03-19,11,8,**/**/** 香川県の変な犬!!,,"{""ホスト"":""キダ・タロー
爆笑総集編!!, ""探偵"":""清水圭, ""位置"":""香川県善通寺市""}",,,
knightscoop_19930319_11_9,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-03-19,11,9,**/**/** 道で拾った宴会芸の写真のおじさん,,"{""ホスト"":""キダ・タロー
爆笑総集編!!, ""探偵"":""トミーズ雅, ""位置"":""""}",,,
knightscoop_19930319_11_10,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-03-19,11,10,**/**/** 坂田さんが化粧をしたらモモコさんにソックリ？,,"{""ホスト"":""キダ・タロー
爆笑総集編!!, ""探偵"":""トミーズ雅, ""位置"":""""}",,,
knightscoop_19930319_11_11,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-03-19,11,11,**/**/** 恐怖の星十徹コーチ,,"{""ホスト"":""キダ・タロー
爆笑総集編!!, ""探偵"":""桂小枝, ""位置"":""""}",,,
knightscoop_19930319_11_12,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-03-19,11,12,**/**/** 子供の名人,,"{""ホスト"":""キダ・タロー
爆笑総集編!!, ""探偵"":""立原啓裕, ""位置"":""""}",,,
knightscoop_19930319_11_13,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-03-19,11,13,**/**/** 天才ピアノ少女,,"{""ホスト"":""キダ・タロー
爆笑総集編!!, ""探偵"":""北野誠, ""位置"":""""}",,,
knightscoop_19930319_11_14,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-03-19,11,14,**/**/** 自力健康器をさがせ!!,,"{""ホスト"":""キダ・タロー
爆笑総集編!!, ""探偵"":""北野誠, ""位置"":""""}",,,
knightscoop_19930326_12_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-03-26,12,1,幻のマンガ・ちょん悟空!?,,"{""ホスト"":""横山ノック, ""探偵"":""北野誠, ""位置"":""奈良県大和郡山市""}",,,
knightscoop_19930326_12_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-03-26,12,2,犬嫌いを治して!!,,"{""ホスト"":""横山ノック, ""探偵"":""桂小枝, ""位置"":""滋賀県彦根市""}",,,
knightscoop_19930326_12_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-03-26,12,3,プロポーズのことば,,"{""ホスト"":""横山ノック, ""探偵"":""トミーズ雅, ""位置"":""茨城県つくば市""}",,,
knightscoop_19930402_13_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-04-02,13,1,キダ顧問のＣＤに謎の歌手!?,,"{""ホスト"":""福井敏雄, ""探偵"":""立原啓裕, ""位置"":""大阪府箕面市""}",,,
knightscoop_19930402_13_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-04-02,13,2,ジャイアント馬場より３ｃｍ背が高い,,"{""ホスト"":""福井敏雄, ""探偵"":""清水圭, ""位置"":""兵庫県明石市""}",,,
knightscoop_19930402_13_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-04-02,13,3,調べて下さい・東京の人々,,"{""ホスト"":""福井敏雄, ""探偵"":""越前屋俵太, ""位置"":""仙台市""}",,,
knightscoop_19930409_14_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-04-09,14,1,吉本興業を目指す外国人,,"{""ホスト"":""キダ・タロー, ""探偵"":""桂小枝, ""位置"":""滋賀県甲西町""}",,,
knightscoop_19930409_14_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-04-09,14,2,今どきの若い奴は!!,,"{""ホスト"":""キダ・タロー, ""探偵"":""トミーズ雅, ""位置"":""大阪市""}",,,
knightscoop_19930409_14_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-04-09,14,3,右目の涙を左目に移す,,"{""ホスト"":""キダ・タロー, ""探偵"":""清水圭, ""位置"":""奈良県奈良市""}",,,
knightscoop_19930416_15_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-04-16,15,1,並木路子さんと私の写真,,"{""ホスト"":""福井敏雄, ""探偵"":""北野誠, ""位置"":""大阪市西区""}",,,
knightscoop_19930416_15_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-04-16,15,2,いらないのに捨てられない物,,"{""ホスト"":""福井敏雄, ""探偵"":""立原啓裕, ""位置"":""大阪府枚方市""}",,,
knightscoop_19930416_15_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-04-16,15,3,あなた一体誰ですか？ＰＡＲＴ２,,"{""ホスト"":""福井敏雄, ""探偵"":""越前屋俵太, ""位置"":""神戸市北区""}",,,
knightscoop_19930423_16_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-04-23,16,1,母が買った古い鉄カブトの持ち主,,"{""ホスト"":""キダ・タロー, ""探偵"":""桂小枝, ""位置"":""大阪市阿倍野区""}",,,
knightscoop_19930423_16_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-04-23,16,2,昔お世話になった家政婦さん,,"{""ホスト"":""キダ・タロー, ""探偵"":""トミーズ雅, ""位置"":""大阪市東淀川区""}",,,
knightscoop_19930423_16_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-04-23,16,3,幻のバイク旅行記念写真,,"{""ホスト"":""キダ・タロー, ""探偵"":""北野誠, ""位置"":""大阪府堺市""}",,,
knightscoop_19930430_17_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-04-30,17,1,月光仮面が走った道はどこ？,,"{""ホスト"":""福井敏雄, ""探偵"":""清水圭, ""位置"":""京都市西京区""}",,,
knightscoop_19930430_17_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-04-30,17,2,おばあちゃんのお墓,,"{""ホスト"":""福井敏雄, ""探偵"":""北野誠, ""位置"":""石川県金沢市""}",,,
knightscoop_19930430_17_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-04-30,17,3,千林商店街・幻のテーマ曲!?,,"{""ホスト"":""福井敏雄, ""探偵"":""立原啓裕, ""位置"":""大阪市鶴見区""}",,,
knightscoop_19930507_18_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-05-07,18,1,お父さんの歌う幻のレコード,,"{""ホスト"":""若林正人, ""探偵"":""北野誠, ""位置"":""滋賀県竜王町""}",,,
knightscoop_19930507_18_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-05-07,18,2,素朴な疑問集 ノーカット版で全てを見せて！,,"{""ホスト"":""若林正人, ""探偵"":""トミーズ雅, ""位置"":""大阪府堺市""}",,,
knightscoop_19930507_18_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-05-07,18,3,素朴な疑問集 蒲団のぬくもりがあるうちにどれだけ逃げられるか？,,"{""ホスト"":""若林正人, ""探偵"":""トミーズ雅, ""位置"":""大阪府東大阪市""}",,,
knightscoop_19930507_18_4,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-05-07,18,4,素朴な疑問集 誰の笑顔がイチバン素敵,,"{""ホスト"":""若林正人, ""探偵"":""トミーズ雅, ""位置"":""京都市""}",,,
knightscoop_19930507_18_5,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-05-07,18,5,素朴な疑問集 「ピコー」で踊りたい！,,"{""ホスト"":""若林正人, ""探偵"":""トミーズ雅, ""位置"":""大阪府泉南市""}",,,
knightscoop_19930507_18_6,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-05-07,18,6,素朴な疑問集 やいと＋イチヂク＝死,,"{""ホスト"":""若林正人, ""探偵"":""トミーズ雅, ""位置"":""神戸市""}",,,
knightscoop_19930507_18_7,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-05-07,18,7,素朴な疑問集 雅より大きな顔,,"{""ホスト"":""若林正人, ""探偵"":""トミーズ雅, ""位置"":""兵庫県西宮市""}",,,
knightscoop_19930507_18_8,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-05-07,18,8,素朴な疑問集 口と鼻はつながっている,,"{""ホスト"":""若林正人, ""探偵"":""トミーズ雅, ""位置"":""大阪市東住吉区""}",,,
knightscoop_19930507_18_9,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-05-07,18,9,素朴な疑問集 ミカンは投げると苦くなる,,"{""ホスト"":""若林正人, ""探偵"":""トミーズ雅, ""位置"":""滋賀県草津市""}",,,
knightscoop_19930507_18_10,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-05-07,18,10,ラブラブダッシュの山田君を探せ,,"{""ホスト"":""若林正人, ""探偵"":""清水圭, ""位置"":""兵庫県伊丹市""}",,,
knightscoop_19930514_19_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-05-14,19,1,今宮高校、定時制野球部を救え!!,,"{""ホスト"":""若林正人, ""探偵"":""桂小枝, ""位置"":""大阪府堺市""}",,,
knightscoop_19930514_19_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-05-14,19,2,謎の亀山小学校,,"{""ホスト"":""若林正人, ""探偵"":""立原啓裕, ""位置"":""滋賀県草津市""}",,,
knightscoop_19930514_19_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-05-14,19,3,新・世界紀行!?,,"{""ホスト"":""若林正人, ""探偵"":""越前屋俵太, ""位置"":""滋賀県彦根市""}",,,
knightscoop_19930521_20_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-05-21,20,1,チチヤスヨーグルトのフタ,,"{""ホスト"":""福井敏雄, ""探偵"":""桂小枝, ""位置"":""東京都府中市""}",,True,https://chikichiki.tube/knightscoop/video/1993-05-21-1-en
knightscoop_19930521_20_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-05-21,20,2,いい男の条件,,"{""ホスト"":""福井敏雄, ""探偵"":""清水圭, ""位置"":""大阪市北区""}",,,
knightscoop_19930521_20_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-05-21,20,3,くしゃみは十人十色,,"{""ホスト"":""福井敏雄, ""探偵"":""トミーズ雅, ""位置"":""大阪府東住吉区""}",,,
knightscoop_19930528_21_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-05-28,21,1,朝一番に牛乳をしぼる男,,"{""ホスト"":""キダ・タロー, ""探偵"":""北野誠, ""位置"":""愛知県一宮市""}",,,
knightscoop_19930528_21_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-05-28,21,2,素朴な疑問集 目がまわっているとき円周上ならうまく走れる,,"{""ホスト"":""キダ・タロー, ""探偵"":""立原啓裕, ""位置"":""京都市南区""}",,,
knightscoop_19930528_21_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-05-28,21,3,素朴な疑問集 うがいをしながら「あ・い・う・え・お」というと「が・ぎ・ぐ・げ・ご」になる,,"{""ホスト"":""キダ・タロー, ""探偵"":""立原啓裕, ""位置"":""兵庫県西宮市""}",,,
knightscoop_19930528_21_4,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-05-28,21,4,素朴な疑問集 林家ぺーの「ぺー」は平仮名？それとも片仮名？,,"{""ホスト"":""キダ・タロー, ""探偵"":""立原啓裕, ""位置"":""石川県金沢市""}",,,
knightscoop_19930528_21_5,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-05-28,21,5,素朴な疑問集 両足をピタッとつけたまましゃがめない主婦,,"{""ホスト"":""キダ・タロー, ""探偵"":""立原啓裕, ""位置"":""和歌山県""}",,,
knightscoop_19930528_21_6,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-05-28,21,6,素朴な疑問集 シャーペンの芯１本でどれだけの線が引けるか？,,"{""ホスト"":""キダ・タロー, ""探偵"":""立原啓裕, ""位置"":""兵庫県西宮市""}",,,
knightscoop_19930528_21_7,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-05-28,21,7,ウンコをすると泣く男,,"{""ホスト"":""キダ・タロー, ""探偵"":""桂小枝, ""位置"":""三重県名張市""}",,,
knightscoop_19930604_22_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-06-04,22,1,日本一周を助けたバイク青年,,"{""ホスト"":""福井敏雄, ""探偵"":""清水圭, ""位置"":""広島県安芸郡""}",,,
knightscoop_19930604_22_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-06-04,22,2,京都名物、走り坊さん!?,,"{""ホスト"":""福井敏雄, ""探偵"":""桂小枝, ""位置"":""京都市左京区""}",,,
knightscoop_19930604_22_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-06-04,22,3,処女性について,,"{""ホスト"":""福井敏雄, ""探偵"":""トミーズ雅, ""位置"":""大阪府堺市""}",,,
knightscoop_19930611_23_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-06-11,23,1,30年前の漁師町の子供は今,,"{""ホスト"":""キダ・タロー, ""探偵"":""立原啓裕, ""位置"":""香川県高松市""}",,,
knightscoop_19930611_23_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-06-11,23,2,中途半端返上!?幻の喫茶店,,"{""ホスト"":""キダ・タロー, ""探偵"":""北野誠, ""位置"":""大阪府堺市""}",,,
knightscoop_19930611_23_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-06-11,23,3,街でコミュニケーション!!,,"{""ホスト"":""キダ・タロー, ""探偵"":""越前屋俵太, ""位置"":""京都市右京区""}",,,
knightscoop_19930618_24_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-06-18,24,1,幻のアルゼンチンのアクセサリー,,"{""ホスト"":""キダ・タロー, ""探偵"":""北野誠, ""位置"":""滋賀県蒲生郡""}",,,
knightscoop_19930618_24_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-06-18,24,2,小ネタ集 「信じられへん」と言うサラ,,"{""ホスト"":""キダ・タロー, ""探偵"":""清水圭, ""位置"":""奈良県奈良市""}",,,
knightscoop_19930618_24_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-06-18,24,3,小ネタ集 暴れるとピンが倒れるボーリング場,,"{""ホスト"":""キダ・タロー, ""探偵"":""清水圭, ""位置"":""神戸市""}",,,
knightscoop_19930618_24_4,knightscoop,Knight Scoop,探偵!ナイトスクープ,1993-06-18,24,4,小ネタ集 教科書の目の写真の人は誰？,,"{""ホスト"":""キダ・タロー, ""探偵"":""清水圭, ""位置"":""大阪府東大阪市""}",,,
